id,customer_pname,customer_name,active,name,partner_code,partner_sub_code,ref,contact_name,position,comment,is_company,customer,supplier,property_payment_term,parent_id,type,use_parent_address,street,street2,zip,city,country_id/id,phone,fax,mobile,email,เขต,กลุ่ม,ชนิดการค้า,category_id,website,user_id
mh_res_partner_1040,บริษัท,สรรพสินค้าตั้งฮั่วเส็ง  จำกัด (1),TRUE,บริษัท สรรพสินค้าตั้งฮั่วเส็ง  จำกัด (1),,,24,,,,TRUE,TRUE,FALSE,60,,Default,FALSE,172-182  ถนนจักรพงษ์  แขวงตลาดยอด,เขตพระนคร  กรุงเทพฯ  10200,,,,2800936-42,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,พรเทพ
mh_res_partner_1041,บริษัท,สรรพสินค้าตั้งฮั่วเส็ง  จำกัด,TRUE,บริษัท สรรพสินค้าตั้งฮั่วเส็ง  จำกัด,,,25,,,,TRUE,TRUE,FALSE,60,,Default,FALSE,289  ถนนสิรินธร  แขวงบางบำหรุ,เขตบางพลัด  กรุงเทพฯ  10700,,,,4351071-90,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,พรเทพ
mh_res_partner_1042,บริษัท,กรุงเทพ-โตคิว สรรพสินค้า จำกัด,TRUE,บริษัท กรุงเทพ-โตคิว สรรพสินค้า จำกัด,,,44,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,444 อาคารมาบุญครองเซ็นเตอร์,ถนนพญาไท แขวงวังใหม่ เขตปทุมวัน กรุงเทพฯ 10330,,,,02-6201000,02-6201001,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,พรเทพ
mh_res_partner_1043,บริษัท,ตากอรุณสิน จำกัด,TRUE,บริษัท ตากอรุณสิน จำกัด,,,49,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,"272,274,276,278 ซ.เจริญกรุง 43 (ตรอกสะพานยาว) ถ.เจริญกรุง",แขวงสี่พระยา เขตบางรัก กทม.10500,,,,2682255,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1044,,เสริมทรัพย์,TRUE,เสริมทรัพย์,,,50,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,2 ปากตรอกซอยสุกร,ถนนพระราม 4 กรุงเทพฯ,,,,"2216381,2244256",,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1045,บริษัท,ยงเจริญศูนย์เครื่องเขียน จำกัด,TRUE,บริษัท ยงเจริญศูนย์เครื่องเขียน จำกัด,,,51,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,2 ซอยรองเมือง 2  ถนนรองเมือง,แขวงรองเมือง  เขตปทุมวัน  กรุงเทพฯ   10330,,,,"02-2165477-90,02-2162888",02-2165489,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายส่ง,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายส่ง",,พรเทพ
mh_res_partner_1046,หจก.,เจริญกรุงบุ๊คสโตร์,TRUE,หจก. เจริญกรุงบุ๊คสโตร์,,,52,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,602-604 ถนนเจริญกรุง,แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ,,,,,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1047,บริษัท,กรุงทองบรรณากิจ จำกัด,TRUE,บริษัท กรุงทองบรรณากิจ จำกัด,,,54,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,26 ถนนผดุงด้าว,แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,,,,022216743  022255900,22233272,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1048,,ลิ่มมุ้ยแซ,TRUE,ลิ่มมุ้ยแซ,,,60,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,44 ถนนแปลงนาม ตรอกพิพากษา,แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ,,,,2226388,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1049,,ศูนย์เครื่องเขียน เชอรี่ (เม้งกวาง),TRUE,ศูนย์เครื่องเขียน เชอรี่ (เม้งกวาง),,,61,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,38 ถนนผดุงด้าว ซ.เท็กซัส แขวงสัมพันธวงศ์,เขตสัมพันธวงศ์ กรุงเทพฯ 10100,,,,"2219377, 0865348962",,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_105,บมจ.,สยามแม็คโคร สาขาชัยภูมิ,TRUE,บมจ. สยามแม็คโคร สาขาชัยภูมิ,MKR,,,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,999 หมู่ที่1 ต.บุ่งคล้า,อ.เมือง จ.ชัยภูมิ 36000,,,,,,,,ภาคอีสาน,โมเดิร์นเทรด,ขายส่ง,"ภาคอีสาน,โมเดิร์นเทรด,ขายส่ง",,OF-SM
mh_res_partner_105-1,บมจ.,สยามแม็คโคร,TRUE,บมจ. สยามแม็คโคร,MKR,,27,ฝ่ายจัดซื้อ,,ฝ่ายจัดซื้อ,FALSE,TRUE,FALSE,90,บมจ. สยามแม็คโคร สาขาชัยภูมิ,Invoice,FALSE,3498 ชั้น 2 ถนนลาดพร้าว  แขวงคลองจั่น,เขตบางกะปิ  กรุงเทพฯ 10240,,,,27231000,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายส่ง,"กรุงเทพฯ,โมเดิร์นเทรด,ขายส่ง",,OF-SM
mh_res_partner_1050,ห้างหุ้นส่วนจำกัด,นำตรงออฟฟิศออโตเมชั่น,TRUE,ห้างหุ้นส่วนจำกัด นำตรงออฟฟิศออโตเมชั่น,,,62,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,96-98 ถนนผดุงด้าว,แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ,,,,"02-2231886,02-2212662",02-2254849,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1051,บริษัท,อ.ประสาร  จำกัด,TRUE,บริษัท อ.ประสาร  จำกัด,,,66,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,4236/170-171 ตรอกนอกเขต แขวงบางโคล่,เขตบางคอแหลม กทม,,,,2912127-8,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1052,บริษัท,นานมี จำกัด,TRUE,บริษัท นานมี จำกัด,,,68,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,632-636 ถนนเจริญกรุง,แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ,,,,"2217726,2225770",,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1053,บริษัท,ที วี พี อินเตอร์ กรุ๊ป  จำกัด,TRUE,บริษัท ที วี พี อินเตอร์ กรุ๊ป  จำกัด,,,69,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,490/8  ถนนริมคลองประปาฝั่งขวา  แขวงบางซื่อ,เขตบางซื่อ  กรุงเทพฯ,,,,",9103513,5870623",5870627,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1054,,เอ แอนด์ บี สเตชั่นเนอรี่,TRUE,เอ แอนด์ บี สเตชั่นเนอรี่,,,71,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,12/15  ถนนเทศบาลสงเคราะห์  ประชานิเวศน์ 1,จตุจักร  กรุงเทพฯ,,,,5894879,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1055,,อนันตวนา เทรดดิ้ง,TRUE,อนันตวนา เทรดดิ้ง,,,73,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,207/110-111 ม.6  ถนนงามวงศ์วาน,แขวงทุ่งสองห้อง เขตหลักสี่ กทม.,,,,5891750,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1056,บริษัท,ยุ่ยเสียง ( 1992 )  จำกัด,TRUE,บริษัท ยุ่ยเสียง ( 1992 )  จำกัด,,,74,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,100  ถนนผดุงด้าว  แขวงสัมพันธวงศ์,เขตสัมพันธวงศ์  กรุงเทพฯ,,,,"2214801,2234456",,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
mh_res_partner_1057,บริษัท,ช.บรรณกิจ  จำกัด,TRUE,บริษัท ช.บรรณกิจ  จำกัด,,,75,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,9  ถนนผดุงด้าว  แขวงสัมพันธวงศ์,เขตสัมพันธวงศ์  กรุงเทพฯ,,,,"2216368,2225661",,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,พรเทพ
